year_quarter (연분기),rep_id (담당자ID),rep_name (담당자명),territory_code (영업권역코드),brand (브랜드),amount_pre_share (쉐어전금액),amount_post_share (쉐어후금액),ship_count (출고건수),share_applied_count (룰적용건수),direct_rules_count (직접룰건수),extended_rules_count (연장룰건수),none_rules_count (미적용건수),data_quality_flag (데이터품질플래그)
2025-Q3,RC051,임연우,T07,록소르정,10461000.0,10461000.0,3,3,3,0,0,fail
2025-Q3,RC051,임연우,T07,리피토정,17204187.0,17204187.0,2,2,2,0,0,fail
2025-Q3,RC051,임연우,T07,서스펜정,13112517.0,13112517.0,4,4,4,0,0,fail
2025-Q3,RC051,임연우,T07,세파클러캡슐,20082900.0,20082900.0,3,3,3,0,0,fail
2025-Q3,RC051,임연우,T07,아모잘탄정,27190132.0,27190132.0,4,4,4,0,0,fail
2025-Q3,RC051,임연우,T07,아토르바정,1136800.0,1136800.0,1,1,1,0,0,fail
2025-Q3,RC051,임연우,T07,아토젯정,36805077.0,36805077.0,3,3,3,0,0,fail
2025-Q3,RC051,임연우,T07,엑스포지정,83954919.0,83954919.0,9,9,9,0,0,fail
2025-Q3,RC051,임연우,T07,올메텍정,1674400.0,1674400.0,1,1,1,0,0,fail
2025-Q3,RC051,임연우,T07,자누비아정,2584000.0,2584000.0,1,1,1,0,0,fail
2025-Q3,RC051,임연우,T07,카나브정,25737426.0,25737426.0,4,4,4,0,0,fail
2025-Q3,RC051,임연우,T07,타미플루캡슐,35080400.0,35080400.0,3,3,3,0,0,fail
2025-Q3,RC051,임연우,T07,트라젠타정,6692800.0,6692800.0,4,4,4,0,0,fail
2025-Q3,RC051,임연우,T07,플라빅스정,59724000.0,59724000.0,6,6,6,0,0,fail
2025-Q3,RC052,박영희,T08,가브스정,32149461.0,32149461.0,10,10,10,0,0,fail
2025-Q3,RC052,박영희,T08,글루코파지정,23263381.0,23263381.0,8,8,8,0,0,fail
2025-Q3,RC052,박영희,T08,네시나정,67080790.0,67080790.0,6,6,6,0,0,fail
2025-Q3,RC052,박영희,T08,넥시움정,72998658.0,72998658.0,11,11,11,0,0,fail
2025-Q3,RC052,박영희,T08,디아미크롱서방정,59080600.0,59080600.0,9,9,9,0,0,fail
2025-Q3,RC052,박영희,T08,로수젯정,139366656.0,139366656.0,13,13,13,0,0,fail
2025-Q3,RC052,박영희,T08,록소르정,7100200.0,7100200.0,7,7,7,0,0,fail
2025-Q3,RC052,박영희,T08,리피토정,10462353.0,10462353.0,5,5,5,0,0,fail
2025-Q3,RC052,박영희,T08,서스펜정,37714659.0,37714659.0,10,10,10,0,0,fail
2025-Q3,RC052,박영희,T08,세파클러캡슐,39665400.0,39665400.0,7,7,7,0,0,fail
2025-Q3,RC052,박영희,T08,아모잘탄정,38781872.0,38781872.0,6,6,6,0,0,fail
2025-Q3,RC052,박영희,T08,아토르바정,29343454.0,29343454.0,8,8,8,0,0,fail
2025-Q3,RC052,박영희,T08,아토젯정,14499081.0,14499081.0,1,1,1,0,0,fail
2025-Q3,RC052,박영희,T08,엑스포지정,9286000.0,9286000.0,7,7,7,0,0,fail
2025-Q3,RC052,박영희,T08,올메텍정,2304400.0,2304400.0,2,2,2,0,0,fail
2025-Q3,RC052,박영희,T08,자누비아정,6636000.0,6636000.0,1,1,1,0,0,fail
2025-Q3,RC052,박영희,T08,카나브정,22488471.0,22488471.0,3,3,3,0,0,fail
2025-Q3,RC052,박영희,T08,타미플루캡슐,69505000.0,69505000.0,6,6,6,0,0,fail
2025-Q3,RC052,박영희,T08,트라젠타정,12652400.0,12652400.0,9,9,9,0,0,fail
2025-Q3,RC052,박영희,T08,플라빅스정,152964000.0,152964000.0,12,12,12,0,0,fail
2025-Q3,RC053,최우진,T08,가브스정,102185180.0,102185180.0,9,9,9,0,0,fail
2025-Q3,RC053,최우진,T08,글루코파지정,7414880.0,7414880.0,4,4,4,0,0,fail
2025-Q3,RC053,최우진,T08,네시나정,128317797.0,128317797.0,6,6,6,0,0,fail
2025-Q3,RC053,최우진,T08,넥시움정,44365803.0,44365803.0,7,7,7,0,0,fail
2025-Q3,RC053,최우진,T08,디아미크롱서방정,46017400.0,46017400.0,12,12,12,0,0,fail
2025-Q3,RC053,최우진,T08,로수젯정,43784634.0,43784634.0,8,8,8,0,0,fail
2025-Q3,RC053,최우진,T08,록소르정,8718200.0,8718200.0,8,8,8,0,0,fail
2025-Q3,RC053,최우진,T08,리피토정,14767263.0,14767263.0,8,8,8,0,0,fail
2025-Q3,RC053,최우진,T08,서스펜정,76989723.0,76989723.0,10,10,10,0,0,fail
2025-Q3,RC053,최우진,T08,세파클러캡슐,42411800.0,42411800.0,5,5,5,0,0,fail
2025-Q3,RC053,최우진,T08,아모잘탄정,21027701.0,21027701.0,6,6,6,0,0,fail
2025-Q3,RC053,최우진,T08,아토르바정,23856522.0,23856522.0,7,7,7,0,0,fail
2025-Q3,RC053,최우진,T08,아토젯정,115352010.0,115352010.0,7,7,7,0,0,fail
2025-Q3,RC053,최우진,T08,엑스포지정,121658242.0,121658242.0,10,10,10,0,0,fail
2025-Q3,RC053,최우진,T08,올메텍정,20227973.0,20227973.0,7,7,7,0,0,fail
2025-Q3,RC053,최우진,T08,자누비아정,99116000.0,99116000.0,9,9,9,0,0,fail
2025-Q3,RC053,최우진,T08,카나브정,61638663.0,61638663.0,10,10,10,0,0,fail
2025-Q3,RC053,최우진,T08,타미플루캡슐,10145700.0,10145700.0,5,5,5,0,0,fail
2025-Q3,RC053,최우진,T08,트라젠타정,14156400.0,14156400.0,6,6,6,0,0,fail
2025-Q3,RC053,최우진,T08,플라빅스정,103572000.0,103572000.0,7,7,7,0,0,fail
2025-Q3,RC054,황태윤,T08,가브스정,120857091.0,120857091.0,9,9,9,0,0,fail
2025-Q3,RC054,황태윤,T08,글루코파지정,6377591.0,6377591.0,3,3,3,0,0,fail
2025-Q3,RC054,황태윤,T08,네시나정,22721522.0,22721522.0,5,5,5,0,0,fail
2025-Q3,RC054,황태윤,T08,넥시움정,20858594.0,20858594.0,3,3,3,0,0,fail
2025-Q3,RC054,황태윤,T08,디아미크롱서방정,39856000.0,39856000.0,11,11,11,0,0,fail
2025-Q3,RC054,황태윤,T08,로수젯정,182101803.0,182101803.0,13,13,13,0,0,fail
2025-Q3,RC054,황태윤,T08,록소르정,22603800.0,22603800.0,7,7,7,0,0,fail
2025-Q3,RC054,황태윤,T08,리피토정,23669358.0,23669358.0,10,10,10,0,0,fail
2025-Q3,RC054,황태윤,T08,서스펜정,41249418.0,41249418.0,10,10,10,0,0,fail
2025-Q3,RC054,황태윤,T08,세파클러캡슐,65904500.0,65904500.0,7,7,7,0,0,fail
2025-Q3,RC054,황태윤,T08,아모잘탄정,7190568.0,7190568.0,4,4,4,0,0,fail
2025-Q3,RC054,황태윤,T08,아토르바정,6012195.0,6012195.0,5,5,5,0,0,fail
2025-Q3,RC054,황태윤,T08,아토젯정,155597121.0,155597121.0,10,10,10,0,0,fail
2025-Q3,RC054,황태윤,T08,엑스포지정,17055732.0,17055732.0,4,4,4,0,0,fail
2025-Q3,RC054,황태윤,T08,올메텍정,1439900.0,1439900.0,2,2,2,0,0,fail
2025-Q3,RC054,황태윤,T08,자누비아정,176768000.0,176768000.0,7,7,7,0,0,fail
2025-Q3,RC054,황태윤,T08,카나브정,19906185.0,19906185.0,7,7,7,0,0,fail
2025-Q3,RC054,황태윤,T08,타미플루캡슐,97726300.0,97726300.0,7,7,7,0,0,fail
2025-Q3,RC054,황태윤,T08,트라젠타정,15716800.0,15716800.0,6,6,6,0,0,fail
2025-Q3,RC054,황태윤,T08,플라빅스정,81144000.0,81144000.0,7,7,7,0,0,fail
2025-Q3,RC055,서은우,T08,가브스정,35614046.0,35614046.0,6,6,6,0,0,fail
2025-Q3,RC055,서은우,T08,글루코파지정,13816633.0,13816633.0,6,6,6,0,0,fail
2025-Q3,RC055,서은우,T08,네시나정,73442712.0,73442712.0,7,7,7,0,0,fail
2025-Q3,RC055,서은우,T08,넥시움정,31181173.0,31181173.0,6,6,6,0,0,fail
2025-Q3,RC055,서은우,T08,디아미크롱서방정,33060000.0,33060000.0,5,5,5,0,0,fail
2025-Q3,RC055,서은우,T08,로수젯정,76066761.0,76066761.0,7,7,7,0,0,fail
2025-Q3,RC055,서은우,T08,록소르정,17296400.0,17296400.0,9,9,9,0,0,fail
2025-Q3,RC055,서은우,T08,리피토정,39406641.0,39406641.0,10,10,10,0,0,fail
2025-Q3,RC055,서은우,T08,서스펜정,13193229.0,13193229.0,6,6,6,0,0,fail
2025-Q3,RC055,서은우,T08,세파클러캡슐,9566900.0,9566900.0,10,10,10,0,0,fail
2025-Q3,RC055,서은우,T08,아모잘탄정,55243118.0,55243118.0,7,7,7,0,0,fail
2025-Q3,RC055,서은우,T08,아토르바정,20950566.0,20950566.0,6,6,6,0,0,fail
2025-Q3,RC055,서은우,T08,아토젯정,17588448.0,17588448.0,5,5,5,0,0,fail
2025-Q3,RC055,서은우,T08,엑스포지정,25602482.0,25602482.0,6,6,6,0,0,fail
2025-Q3,RC055,서은우,T08,올메텍정,7675032.0,7675032.0,5,5,5,0,0,fail
2025-Q3,RC055,서은우,T08,자누비아정,222850000.0,222850000.0,11,11,11,0,0,fail
2025-Q3,RC055,서은우,T08,카나브정,21265788.0,21265788.0,3,3,3,0,0,fail
2025-Q3,RC055,서은우,T08,타미플루캡슐,131919600.0,131919600.0,10,10,10,0,0,fail
2025-Q3,RC055,서은우,T08,트라젠타정,34385200.0,34385200.0,14,14,14,0,0,fail
2025-Q3,RC055,서은우,T08,플라빅스정,115038000.0,115038000.0,9,9,9,0,0,fail
2025-Q3,RC056,강소연,T09,가브스정,58604138.0,58604138.0,9,9,9,0,0,fail
2025-Q3,RC056,강소연,T09,글루코파지정,31222252.0,31222252.0,7,7,7,0,0,fail
2025-Q3,RC056,강소연,T09,네시나정,93923903.0,93923903.0,12,12,12,0,0,fail
2025-Q3,RC056,강소연,T09,넥시움정,28555487.0,28555487.0,9,9,9,0,0,fail
2025-Q3,RC056,강소연,T09,디아미크롱서방정,39950800.0,39950800.0,9,9,9,0,0,fail
2025-Q3,RC056,강소연,T09,로수젯정,35844726.0,35844726.0,9,9,9,0,0,fail
2025-Q3,RC056,강소연,T09,록소르정,3531000.0,3531000.0,5,5,5,0,0,fail
2025-Q3,RC056,강소연,T09,리피토정,50457741.0,50457741.0,16,16,16,0,0,fail
2025-Q3,RC056,강소연,T09,서스펜정,3096579.0,3096579.0,4,4,4,0,0,fail
2025-Q3,RC056,강소연,T09,세파클러캡슐,32028700.0,32028700.0,12,12,12,0,0,fail
2025-Q3,RC056,강소연,T09,아모잘탄정,59319065.0,59319065.0,4,4,4,0,0,fail
2025-Q3,RC056,강소연,T09,아토르바정,34173632.0,34173632.0,11,11,11,0,0,fail
2025-Q3,RC056,강소연,T09,아토젯정,73583451.0,73583451.0,9,9,9,0,0,fail
2025-Q3,RC056,강소연,T09,엑스포지정,41003263.0,41003263.0,13,13,13,0,0,fail
2025-Q3,RC056,강소연,T09,올메텍정,27127876.0,27127876.0,8,8,8,0,0,fail
2025-Q3,RC056,강소연,T09,자누비아정,129588000.0,129588000.0,9,9,9,0,0,fail
2025-Q3,RC056,강소연,T09,카나브정,39842631.0,39842631.0,8,8,8,0,0,fail
2025-Q3,RC056,강소연,T09,타미플루캡슐,162900400.0,162900400.0,10,10,10,0,0,fail
2025-Q3,RC056,강소연,T09,트라젠타정,18160800.0,18160800.0,11,11,11,0,0,fail
2025-Q3,RC056,강소연,T09,플라빅스정,126126000.0,126126000.0,10,10,10,0,0,fail
2025-Q3,RC057,서아린,T09,가브스정,124027217.0,124027217.0,9,9,9,0,0,fail
2025-Q3,RC057,서아린,T09,글루코파지정,22296887.0,22296887.0,8,8,8,0,0,fail
2025-Q3,RC057,서아린,T09,네시나정,118639901.0,118639901.0,10,10,10,0,0,fail
2025-Q3,RC057,서아린,T09,넥시움정,102667547.0,102667547.0,11,11,11,0,0,fail
2025-Q3,RC057,서아린,T09,디아미크롱서방정,16827800.0,16827800.0,10,10,10,0,0,fail
2025-Q3,RC057,서아린,T09,로수젯정,64697610.0,64697610.0,5,5,5,0,0,fail
2025-Q3,RC057,서아린,T09,록소르정,17157600.0,17157600.0,9,9,9,0,0,fail
2025-Q3,RC057,서아린,T09,리피토정,57459468.0,57459468.0,11,11,11,0,0,fail
2025-Q3,RC057,서아린,T09,서스펜정,83148759.0,83148759.0,16,16,16,0,0,fail
2025-Q3,RC057,서아린,T09,세파클러캡슐,56384500.0,56384500.0,11,11,11,0,0,fail
2025-Q3,RC057,서아린,T09,아모잘탄정,101810847.0,101810847.0,15,15,15,0,0,fail
2025-Q3,RC057,서아린,T09,아토르바정,28301802.0,28301802.0,15,15,15,0,0,fail
2025-Q3,RC057,서아린,T09,아토젯정,105779754.0,105779754.0,17,17,17,0,0,fail
2025-Q3,RC057,서아린,T09,엑스포지정,29234305.0,29234305.0,8,8,8,0,0,fail
2025-Q3,RC057,서아린,T09,올메텍정,62035073.0,62035073.0,12,12,12,0,0,fail
2025-Q3,RC057,서아린,T09,자누비아정,193944000.0,193944000.0,9,9,9,0,0,fail
2025-Q3,RC057,서아린,T09,카나브정,40088847.0,40088847.0,12,12,12,0,0,fail
2025-Q3,RC057,서아린,T09,타미플루캡슐,111076800.0,111076800.0,9,9,9,0,0,fail
2025-Q3,RC057,서아린,T09,트라젠타정,16694400.0,16694400.0,9,9,9,0,0,fail
2025-Q3,RC057,서아린,T09,플라빅스정,201096000.0,201096000.0,15,15,15,0,0,fail
2025-Q3,RC058,서지후,T09,가브스정,87027942.0,87027942.0,18,18,18,0,0,fail
2025-Q3,RC058,서지후,T09,글루코파지정,47888112.0,47888112.0,11,11,11,0,0,fail
2025-Q3,RC058,서지후,T09,네시나정,81122190.0,81122190.0,7,7,7,0,0,fail
2025-Q3,RC058,서지후,T09,넥시움정,45081853.0,45081853.0,12,12,12,0,0,fail
2025-Q3,RC058,서지후,T09,디아미크롱서방정,56620400.0,56620400.0,12,12,12,0,0,fail
2025-Q3,RC058,서지후,T09,로수젯정,132319515.0,132319515.0,14,14,14,0,0,fail
2025-Q3,RC058,서지후,T09,록소르정,8528400.0,8528400.0,7,7,7,0,0,fail
2025-Q3,RC058,서지후,T09,리피토정,38375607.0,38375607.0,12,12,12,0,0,fail
2025-Q3,RC058,서지후,T09,서스펜정,63175374.0,63175374.0,13,13,13,0,0,fail
2025-Q3,RC058,서지후,T09,세파클러캡슐,64955500.0,64955500.0,7,7,7,0,0,fail
2025-Q3,RC058,서지후,T09,아모잘탄정,36013362.0,36013362.0,6,6,6,0,0,fail
2025-Q3,RC058,서지후,T09,아토르바정,22405364.0,22405364.0,8,8,8,0,0,fail
2025-Q3,RC058,서지후,T09,아토젯정,72263394.0,72263394.0,11,11,11,0,0,fail
2025-Q3,RC058,서지후,T09,엑스포지정,59599056.0,59599056.0,7,7,7,0,0,fail
2025-Q3,RC058,서지후,T09,올메텍정,70763003.0,70763003.0,10,10,10,0,0,fail
2025-Q3,RC058,서지후,T09,자누비아정,36872000.0,36872000.0,6,6,6,0,0,fail
2025-Q3,RC058,서지후,T09,카나브정,82759869.0,82759869.0,12,12,12,0,0,fail
2025-Q3,RC058,서지후,T09,타미플루캡슐,74074100.0,74074100.0,10,10,10,0,0,fail
2025-Q3,RC058,서지후,T09,트라젠타정,14588800.0,14588800.0,9,9,9,0,0,fail
2025-Q3,RC058,서지후,T09,플라빅스정,139860000.0,139860000.0,13,13,13,0,0,fail
2025-Q3,RC059,윤준우,T10,가브스정,135318025.0,135318025.0,15,15,15,0,0,fail
2025-Q3,RC059,윤준우,T10,글루코파지정,25203963.0,25203963.0,10,10,10,0,0,fail
2025-Q3,RC059,윤준우,T10,네시나정,44749398.0,44749398.0,10,10,10,0,0,fail
2025-Q3,RC059,윤준우,T10,넥시움정,104721675.0,104721675.0,15,15,15,0,0,fail
2025-Q3,RC059,윤준우,T10,디아미크롱서방정,38995800.0,38995800.0,12,12,12,0,0,fail
2025-Q3,RC059,윤준우,T10,로수젯정,101117277.0,101117277.0,12,12,12,0,0,fail
2025-Q3,RC059,윤준우,T10,록소르정,31928200.0,31928200.0,14,14,14,0,0,fail
2025-Q3,RC059,윤준우,T10,리피토정,50470956.0,50470956.0,11,11,11,0,0,fail
2025-Q3,RC059,윤준우,T10,서스펜정,37618059.0,37618059.0,11,11,11,0,0,fail
2025-Q3,RC059,윤준우,T10,세파클러캡슐,49182600.0,49182600.0,10,10,10,0,0,fail
2025-Q3,RC059,윤준우,T10,아모잘탄정,50978981.0,50978981.0,13,13,13,0,0,fail
2025-Q3,RC059,윤준우,T10,아토르바정,48825210.0,48825210.0,8,8,8,0,0,fail
2025-Q3,RC059,윤준우,T10,아토젯정,178416477.0,178416477.0,17,17,17,0,0,fail
2025-Q3,RC059,윤준우,T10,엑스포지정,151241297.0,151241297.0,12,12,12,0,0,fail
2025-Q3,RC059,윤준우,T10,올메텍정,37920391.0,37920391.0,11,11,11,0,0,fail
2025-Q3,RC059,윤준우,T10,자누비아정,278474000.0,278474000.0,15,15,15,0,0,fail
2025-Q3,RC059,윤준우,T10,카나브정,44542917.0,44542917.0,12,12,12,0,0,fail
2025-Q3,RC059,윤준우,T10,타미플루캡슐,73506800.0,73506800.0,7,7,7,0,0,fail
2025-Q3,RC059,윤준우,T10,트라젠타정,19232400.0,19232400.0,11,11,11,0,0,fail
2025-Q3,RC059,윤준우,T10,플라빅스정,175644000.0,175644000.0,13,13,13,0,0,fail
2025-Q3,RC060,임지호,T10,가브스정,105883119.0,105883119.0,9,9,9,0,0,fail
2025-Q3,RC060,임지호,T10,글루코파지정,58011251.0,58011251.0,11,11,11,0,0,fail
2025-Q3,RC060,임지호,T10,네시나정,105507918.0,105507918.0,16,16,16,0,0,fail
2025-Q3,RC060,임지호,T10,넥시움정,42606145.0,42606145.0,13,13,13,0,0,fail
2025-Q3,RC060,임지호,T10,디아미크롱서방정,43938600.0,43938600.0,11,11,11,0,0,fail
2025-Q3,RC060,임지호,T10,로수젯정,126832011.0,126832011.0,12,12,12,0,0,fail
2025-Q3,RC060,임지호,T10,록소르정,17145000.0,17145000.0,14,14,14,0,0,fail
2025-Q3,RC060,임지호,T10,리피토정,54471633.0,54471633.0,8,8,8,0,0,fail
2025-Q3,RC060,임지호,T10,서스펜정,35414433.0,35414433.0,15,15,15,0,0,fail
2025-Q3,RC060,임지호,T10,세파클러캡슐,26124700.0,26124700.0,7,7,7,0,0,fail
2025-Q3,RC060,임지호,T10,아모잘탄정,67644982.0,67644982.0,9,9,9,0,0,fail
2025-Q3,RC060,임지호,T10,아토르바정,29597327.0,29597327.0,9,9,9,0,0,fail
2025-Q3,RC060,임지호,T10,아토젯정,111340467.0,111340467.0,11,11,11,0,0,fail
2025-Q3,RC060,임지호,T10,엑스포지정,42539783.0,42539783.0,8,8,8,0,0,fail
2025-Q3,RC060,임지호,T10,올메텍정,37348157.0,37348157.0,14,14,14,0,0,fail
2025-Q3,RC060,임지호,T10,자누비아정,126022000.0,126022000.0,8,8,8,0,0,fail
2025-Q3,RC060,임지호,T10,카나브정,21145584.0,21145584.0,11,11,11,0,0,fail
2025-Q3,RC060,임지호,T10,타미플루캡슐,69310200.0,69310200.0,11,11,11,0,0,fail
2025-Q3,RC060,임지호,T10,트라젠타정,27955600.0,27955600.0,13,13,13,0,0,fail
2025-Q3,RC060,임지호,T10,플라빅스정,79254000.0,79254000.0,8,8,8,0,0,fail
2025-Q3,RH001,박우진,T01,가브스정,52072732.0,52072732.0,7,7,7,0,0,fail
2025-Q3,RH001,박우진,T01,글루코파지정,4871679.0,4871679.0,2,2,2,0,0,fail
2025-Q3,RH001,박우진,T01,네시나정,66073486.0,66073486.0,5,5,5,0,0,fail
2025-Q3,RH001,박우진,T01,넥시움정,5454054.0,5454054.0,1,1,1,0,0,fail
2025-Q3,RH001,박우진,T01,디아미크롱서방정,13545000.0,13545000.0,5,5,5,0,0,fail
2025-Q3,RH001,박우진,T01,로수젯정,54152559.0,54152559.0,4,4,4,0,0,fail
2025-Q3,RH001,박우진,T01,록소르정,201400.0,201400.0,1,1,1,0,0,fail
2025-Q3,RH001,박우진,T01,리피토정,14318541.0,14318541.0,3,3,3,0,0,fail
2025-Q3,RH001,박우진,T01,서스펜정,5352432.0,5352432.0,3,3,3,0,0,fail
2025-Q3,RH001,박우진,T01,세파클러캡슐,7936200.0,7936200.0,2,2,2,0,0,fail
2025-Q3,RH001,박우진,T01,아모잘탄정,26521929.0,26521929.0,3,3,3,0,0,fail
2025-Q3,RH001,박우진,T01,아토르바정,10177467.0,10177467.0,2,2,2,0,0,fail
2025-Q3,RH001,박우진,T01,아토젯정,18579402.0,18579402.0,2,2,2,0,0,fail
2025-Q3,RH001,박우진,T01,엑스포지정,6315600.0,6315600.0,5,5,5,0,0,fail
2025-Q3,RH001,박우진,T01,올메텍정,2328812.0,2328812.0,2,2,2,0,0,fail
2025-Q3,RH001,박우진,T01,타미플루캡슐,45623400.0,45623400.0,4,4,4,0,0,fail
2025-Q3,RH001,박우진,T01,트라젠타정,12520800.0,12520800.0,4,4,4,0,0,fail
2025-Q3,RH001,박우진,T01,플라빅스정,68418000.0,68418000.0,5,5,5,0,0,fail
2025-Q3,RH002,강승아,T01,가브스정,8836047.0,8836047.0,1,1,1,0,0,fail
2025-Q3,RH002,강승아,T01,글루코파지정,9611443.0,9611443.0,3,3,3,0,0,fail
2025-Q3,RH002,강승아,T01,네시나정,8533053.0,8533053.0,1,1,1,0,0,fail
2025-Q3,RH002,강승아,T01,넥시움정,32703398.0,32703398.0,5,5,5,0,0,fail
2025-Q3,RH002,강승아,T01,디아미크롱서방정,12397600.0,12397600.0,5,5,5,0,0,fail
2025-Q3,RH002,강승아,T01,로수젯정,50997267.0,50997267.0,2,2,2,0,0,fail
2025-Q3,RH002,강승아,T01,록소르정,3264000.0,3264000.0,7,7,7,0,0,fail
2025-Q3,RH002,강승아,T01,리피토정,1197900.0,1197900.0,1,1,1,0,0,fail
2025-Q3,RH002,강승아,T01,서스펜정,8358486.0,8358486.0,2,2,2,0,0,fail
2025-Q3,RH002,강승아,T01,세파클러캡슐,35647400.0,35647400.0,8,8,8,0,0,fail
2025-Q3,RH002,강승아,T01,아모잘탄정,40458222.0,40458222.0,5,5,5,0,0,fail
2025-Q3,RH002,강승아,T01,아토르바정,5696343.0,5696343.0,3,3,3,0,0,fail
2025-Q3,RH002,강승아,T01,아토젯정,81449730.0,81449730.0,7,7,7,0,0,fail
2025-Q3,RH002,강승아,T01,자누비아정,80640000.0,80640000.0,3,3,3,0,0,fail
2025-Q3,RH002,강승아,T01,카나브정,4065600.0,4065600.0,4,4,4,0,0,fail
2025-Q3,RH002,강승아,T01,플라빅스정,24822000.0,24822000.0,3,3,3,0,0,fail
2025-Q3,RH003,류하은,T01,가브스정,48128256.0,48128256.0,2,2,2,0,0,fail
2025-Q3,RH003,류하은,T01,글루코파지정,700300.0,700300.0,1,1,1,0,0,fail
2025-Q3,RH003,류하은,T01,네시나정,6923043.0,6923043.0,1,1,1,0,0,fail
2025-Q3,RH003,류하은,T01,넥시움정,29795295.0,29795295.0,3,3,3,0,0,fail
2025-Q3,RH003,류하은,T01,디아미크롱서방정,874200.0,874200.0,2,2,2,0,0,fail
2025-Q3,RH003,류하은,T01,로수젯정,50100522.0,50100522.0,5,5,5,0,0,fail
2025-Q3,RH003,류하은,T01,록소르정,7105200.0,7105200.0,4,4,4,0,0,fail
2025-Q3,RH003,류하은,T01,리피토정,2457000.0,2457000.0,2,2,2,0,0,fail
2025-Q3,RH003,류하은,T01,서스펜정,25407603.0,25407603.0,4,4,4,0,0,fail
2025-Q3,RH003,류하은,T01,아모잘탄정,23663826.0,23663826.0,1,1,1,0,0,fail
2025-Q3,RH003,류하은,T01,아토젯정,34950564.0,34950564.0,4,4,4,0,0,fail
2025-Q3,RH003,류하은,T01,엑스포지정,29095421.0,29095421.0,3,3,3,0,0,fail
2025-Q3,RH003,류하은,T01,올메텍정,3042900.0,3042900.0,2,2,2,0,0,fail
2025-Q3,RH003,류하은,T01,자누비아정,60128000.0,60128000.0,4,4,4,0,0,fail
2025-Q3,RH003,류하은,T01,카나브정,643500.0,643500.0,1,1,1,0,0,fail
2025-Q3,RH003,류하은,T01,타미플루캡슐,2088200.0,2088200.0,2,2,2,0,0,fail
2025-Q3,RH003,류하은,T01,트라젠타정,6542400.0,6542400.0,3,3,3,0,0,fail
2025-Q3,RH003,류하은,T01,플라빅스정,63882000.0,63882000.0,3,3,3,0,0,fail
2025-Q3,RH004,강나연,T01,가브스정,57513880.0,57513880.0,7,7,7,0,0,fail
2025-Q3,RH004,강나연,T01,글루코파지정,4813220.0,4813220.0,2,2,2,0,0,fail
2025-Q3,RH004,강나연,T01,네시나정,26565165.0,26565165.0,2,2,2,0,0,fail
2025-Q3,RH004,강나연,T01,넥시움정,26809654.0,26809654.0,4,4,4,0,0,fail
2025-Q3,RH004,강나연,T01,디아미크롱서방정,11228200.0,11228200.0,3,3,3,0,0,fail
2025-Q3,RH004,강나연,T01,로수젯정,47719947.0,47719947.0,3,3,3,0,0,fail
2025-Q3,RH004,강나연,T01,록소르정,4202000.0,4202000.0,4,4,4,0,0,fail
2025-Q3,RH004,강나연,T01,리피토정,6784272.0,6784272.0,3,3,3,0,0,fail
2025-Q3,RH004,강나연,T01,서스펜정,897000.0,897000.0,3,3,3,0,0,fail
2025-Q3,RH004,강나연,T01,세파클러캡슐,42910400.0,42910400.0,5,5,5,0,0,fail
2025-Q3,RH004,강나연,T01,아모잘탄정,27965319.0,27965319.0,3,3,3,0,0,fail
2025-Q3,RH004,강나연,T01,아토르바정,17360787.0,17360787.0,4,4,4,0,0,fail
2025-Q3,RH004,강나연,T01,아토젯정,31862178.0,31862178.0,1,1,1,0,0,fail
2025-Q3,RH004,강나연,T01,엑스포지정,28191258.0,28191258.0,5,5,5,0,0,fail
2025-Q3,RH004,강나연,T01,올메텍정,16075742.0,16075742.0,10,10,10,0,0,fail
2025-Q3,RH004,강나연,T01,카나브정,26355333.0,26355333.0,4,4,4,0,0,fail
2025-Q3,RH004,강나연,T01,타미플루캡슐,37768800.0,37768800.0,4,4,4,0,0,fail
2025-Q3,RH004,강나연,T01,트라젠타정,4173600.0,4173600.0,2,2,2,0,0,fail
2025-Q3,RH004,강나연,T01,플라빅스정,92610000.0,92610000.0,6,6,6,0,0,fail
2025-Q3,RH005,황미정,T01,가브스정,85027743.0,85027743.0,5,5,5,0,0,fail
2025-Q3,RH005,황미정,T01,글루코파지정,5563893.0,5563893.0,1,1,1,0,0,fail
2025-Q3,RH005,황미정,T01,넥시움정,19594194.0,19594194.0,2,2,2,0,0,fail
2025-Q3,RH005,황미정,T01,디아미크롱서방정,11514400.0,11514400.0,4,4,4,0,0,fail
2025-Q3,RH005,황미정,T01,로수젯정,23684124.0,23684124.0,1,1,1,0,0,fail
2025-Q3,RH005,황미정,T01,록소르정,4262600.0,4262600.0,3,3,3,0,0,fail
2025-Q3,RH005,황미정,T01,리피토정,10638474.0,10638474.0,3,3,3,0,0,fail
2025-Q3,RH005,황미정,T01,서스펜정,510600.0,510600.0,1,1,1,0,0,fail
2025-Q3,RH005,황미정,T01,세파클러캡슐,20603600.0,20603600.0,3,3,3,0,0,fail
2025-Q3,RH005,황미정,T01,아모잘탄정,27615255.0,27615255.0,4,4,4,0,0,fail
2025-Q3,RH005,황미정,T01,아토르바정,9127886.0,9127886.0,2,2,2,0,0,fail
2025-Q3,RH005,황미정,T01,아토젯정,47106162.0,47106162.0,3,3,3,0,0,fail
2025-Q3,RH005,황미정,T01,엑스포지정,1470200.0,1470200.0,2,2,2,0,0,fail
